Dimension,dimension_guid,categorisation_code,has_parent,has_all,has_unknown,Ethnicity categorisation,Subtopic,Measure
Spending on rent by ethnicity,6be0708916b1faf83da6ab166c0c4467505d03d8,18A,No,No,No,2011 census: 18 categories,Owning and renting,Spending on rent and mortgages
Spending on rent by ethnicity,cb67799bcd2e89de7db4628a2d962fd21bbfa962,18A,No,No,No,2011 census: 18 categories,Owning and renting,Spending on rent and mortgages
Routes into social housing by ethnicity,1ea982114a13471f233dd887cae9e4808ce9d8c2,18A,No,Yes,No,2011 census: 18 categories,Social housing,Routes into social housing
Routes into social housing by ethnicity,cf23e2fcde86d2823ab927caefddd83ddc7d546b,18A,No,Yes,No,2011 census: 18 categories,Social housing,Routes into social housing
Vulnerable households living in social housing by ethnicity,309b1cdf7c9242ccc7f53ae6ec27e9705a37e8b3,18A,No,Yes,No,2011 census: 18 categories,Social housing,Vulnerable households living in social housing
Vulnerable households living in social housing by ethnicity,2d360353ed933b0a2417368e9a678f1e2b9387bd,18A,No,Yes,No,2011 census: 18 categories,Social housing,Vulnerable households living in social housing
Vulnerable households living in social housing by ethnicity,c1ee87d7e3f61f3dbaead14fa5f6c60635dfc579,18A,No,Yes,No,2011 census: 18 categories,Social housing,Vulnerable households living in social housing
New social housing lettings by ethnicity,9ea37be3541fe840f6e795b01a8307ea7463aa6b,18A,Yes,No,No,2011 census: 18 categories,Social housing,New social housing lettings
New social housing lettings by ethnicity,934e70d78793301e491bf0cef355f2a4a743afd4,18A,Yes,No,No,2011 census: 18 categories,Social housing,New social housing lettings
New social housing lettings by ethnicity and age,85fea95a3161103eab7e211cb439ea962c1e9e51,18A,Yes,No,No,2011 census: 18 categories,Social housing,New social housing lettings
New social housing lettings by ethnicity and age group,9ea74b8dc9384a50c4a17a6183872da45dd483c3,18A,Yes,No,No,2011 census: 18 categories,Social housing,New social housing lettings
New social housing lettings by ethnicity and area,15bd55452dabe30b4238fff1c1470b2f8b886db9,2A,No,No,No,"White, Other",Social housing,New social housing lettings
New social housing lettings by ethnicity and income,dd3ede23ed2e445023f17bab3e51cefb445a607a,18A,Yes,No,No,2011 census: 18 categories,Social housing,New social housing lettings
New social housing lettings by ethnicity and income,106bb6f5b8eeba3cebe27aed52227e6ce5bc3743,18A,Yes,No,No,2011 census: 18 categories,Social housing,New social housing lettings
New social housing lettings by ethnicity and local authority,95ba433a8433d37add13778271122311067dad9c,2A,No,No,No,"White, Other",Social housing,New social housing lettings
New social housing lettings by ethnicity and local authority,f73af0798d5ca80f38ab3be697ff257cfb297b44,2A,No,No,No,"White, Other",Social housing,New social housing lettings
Number of homeless households by ethnicity,bb21621fe2640126d5b75f6ef0c56384fe469d95,5B,No,Yes,Yes,"Asian, Black, White, Mixed, Other",Homelessness,Statutory homelessness
Number of homeless households by ethnicity,14b19190cffc277efaddf257b2149eb3be5c5c64,5B,No,Yes,Yes,"Asian, Black, White, Mixed, Other",Homelessness,Statutory homelessness
Number of homeless households by ethnicity,0a7264fbcb9738f76378db43205f56120eba1a9f,5B,No,Yes,Yes,"Asian, Black, White, Mixed, Other",Homelessness,Statutory homelessness
Percentage of homeless households by ethnicity,00819b6c8088cccbdc7b78087f721c2fc36d3e3e,5B,No,Yes,Yes,"Asian, Black, White, Mixed, Other",Homelessness,Statutory homelessness
Percentage of homeless households by ethnicity,c22e5aaffcd71c31b3305b4d59b1a3e75694ccba,5B,No,Yes,Yes,"Asian, Black, White, Mixed, Other",Homelessness,Statutory homelessness
Percentage of homeless households by ethnicity,4c1eb1aec8e11c7a9bffd00186a6f56d466d855d,5B,No,Yes,Yes,"Asian, Black, White, Mixed, Other",Homelessness,Statutory homelessness
Percentage of homeless households by ethnicity and area,805814759501c356347475da769bdfe236dfa218,5B,No,No,Yes,"Asian, Black, White, Mixed, Other",Homelessness,Statutory homelessness
Percentage of homeless households by ethnicity and area,2a2f45f96fa4c69e68b8af24ac3543ee8d000e42,5B,No,No,Yes,"Asian, Black, White, Mixed, Other",Homelessness,Statutory homelessness
Percentage of homeless households by ethnicity and area,8965cf02e288555fce550929defc06196e3d0d54,5B,No,No,Yes,"Asian, Black, White, Mixed, Other",Homelessness,Statutory homelessness
Income spent on rent for new social lettings by ethnicity,47d3e9bb50e43757c1ee4f55d6446488f8c88958,18A,No,No,No,2011 census: 18 categories,Social housing,Income spent on rent for new lettings of social housing
Income spent on rent for new social lettings by ethnicity and area,dceb91834609a696f7eea029795b0db028436d42,18A,No,No,No,2011 census: 18 categories,Social housing,Income spent on rent for new lettings of social housing
Income spent on rent for new social lettings by ethnicity and area,4389302b214855ef5f22e99fddcb23380ca1e1e0,18A,No,No,No,2011 census: 18 categories,Social housing,Income spent on rent for new lettings of social housing
Income spent on rent for new social lettings by ethnicity and area,5b69542e1805bac194de852c1cfb4aeea51fe8ff,18A,No,No,No,2011 census: 18 categories,Social housing,Income spent on rent for new lettings of social housing
Home ownership by ethnicity,1e476772eb46ffb0d7e03d2049fcb73e98802590,18A,No,No,No,2011 census: 18 categories,Owning and renting,Home ownership
Home ownership by ethnicity,66ca30be5aaac898ec51e34560296ce99d2d129d,18A,No,No,No,2011 census: 18 categories,Owning and renting,Home ownership
Home ownership by ethnicity,eb1f9ff2534bb615af84fbc5bdf2a05740e059b8,18A,No,No,No,2011 census: 18 categories,Owning and renting,Home ownership
Home ownership by ethnicity,c2e0ac4362690bae31bd7caac4c91622a670b11a,18A,No,No,No,2011 census: 18 categories,Owning and renting,Home ownership
Home ownership by ethnicity,5942db35e1b7fb0cac1e7c37ee284e45544ce705,18A,No,No,No,2011 census: 18 categories,Owning and renting,Home ownership
Home ownership by ethnicity and age,acf0ca664421041a06b00f99fb7c55ee3099a041,2B,No,No,No,"White British, Other",Owning and renting,Home ownership
Home ownership by ethnicity and age,7205a10a8608531e5be1d2d8aacbbb589823895e,2B,No,No,No,"White British, Other",Owning and renting,Home ownership
Home ownership by ethnicity and age group,9b283b2c9297c7b427095f566b25cf646530824a,2B,No,No,No,"White British, Other",Owning and renting,Home ownership
Home ownership by ethnicity and age group,15dc5e1e71c1c8febe9b7ab13e0abb3443b2eaf3,2B,No,No,No,"White British, Other",Owning and renting,Home ownership
Home ownership by ethnicity and age group,ab960c0ab95579d14bd7d15913a153da7c00fe00,2B,No,No,No,"White British, Other",Owning and renting,Home ownership
Home ownership by ethnicity and area,3ed254c8aceabb636815436bd245d538f7de7bfd,2B,No,No,No,"White British, Other",Owning and renting,Home ownership
Home ownership by ethnicity and area,da9fb8f9ddaa02e98929dfd78404bfbefbbea46d,2B,No,No,No,"White British, Other",Owning and renting,Home ownership
Home ownership by ethnicity and area,37906c98e9f7445ff761be36d84f62a4d4c4b344,2B,No,No,No,"White British, Other",Owning and renting,Home ownership
Home ownership by ethnicity and area,7e4db1233c51ab3a5b6ae5eae4eb1efb0410d0f4,2B,No,No,No,"White British, Other",Owning and renting,Home ownership
Home ownership by ethnicity and area,56f81937b19720d3f435b8c00d2a39e49a677115,2B,No,No,No,"White British, Other",Owning and renting,Home ownership
Home ownership by ethnicity and weekly income,984c8f496ff25b846e8095bebfa226644ee8638d,2B,No,No,No,"White British, Other",Owning and renting,Home ownership
Home ownership by ethnicity and weekly income,f86febaf53e618948f4ba5a825ec1cd787125435,2B,No,No,No,"White British, Other",Owning and renting,Home ownership
Home ownership by ethnicity and weekly income,5bafe66773796c870a104aaffb9ce4d10c872823,2B,No,No,No,"White British, Other",Owning and renting,Home ownership
Home ownership by ethnicity and weekly income,b4bef37764de3023e208b7f3d9b3eb72e0319f80,2B,No,No,No,"White British, Other",Owning and renting,Home ownership
Home ownership by ethnicity and weekly income,22a7e852b0a72d5e29d59f07b5f70a55513e5b1b,2B,No,No,No,"White British, Other",Owning and renting,Home ownership
Households renting social housing by ethnicity,31ada4d01dca0a6c5f36940285ca3160af25769f,18A,No,No,No,2011 census: 18 categories,Social housing,Renting from a local authority or housing association (â€˜social housingâ€™)
Households renting social housing by ethnicity,609f7c903b8f7b41649ed6c9e21e54579b0af2ae,18A,No,No,No,2011 census: 18 categories,Social housing,Renting from a local authority or housing association (â€˜social housingâ€™)
Households renting social housing by ethnicity and age group,227c4f1b6e1fb440ce38524812f559c4b70892bc,2B,No,No,No,"White British, Other",Social housing,Renting from a local authority or housing association (â€˜social housingâ€™)
Households renting social housing by ethnicity and age group,18a269fbeb81d1debde18c0f1af834bd7d80ed53,2B,No,No,No,"White British, Other",Social housing,Renting from a local authority or housing association (â€˜social housingâ€™)
Households renting social housing by ethnicity and area,aeead25ccbaf5a29bb21b67566bd90304ac09e2b,2B,No,No,No,"White British, Other",Social housing,Renting from a local authority or housing association (â€˜social housingâ€™)
Households renting social housing by ethnicity and area,29453ac6d1d9c695070d9fb83554a5c5b1df2bf4,2B,No,No,No,"White British, Other",Social housing,Renting from a local authority or housing association (â€˜social housingâ€™)
Households renting social housing by ethnicity and income,2c7155f3385d56303d200668a78c3cff14732b69,2B,No,No,No,"White British, Other",Social housing,Renting from a local authority or housing association (â€˜social housingâ€™)
Households renting social housing by ethnicity and income,c6e66fce0be24335af293d75fbad7a4298ae6a3a,2B,No,No,No,"White British, Other",Social housing,Renting from a local authority or housing association (â€˜social housingâ€™)
Households renting social housing by ethnicity and socio-economic group,890f3adbef6994f2cb26d126123b7ac9a1fd4760,2B,No,No,No,"White British, Other",Social housing,Renting from a local authority or housing association (â€˜social housingâ€™)
Households renting social housing by ethnicity and socio-economic group,dad9fb4c027375f44904d587f760356b785d36f6,2B,No,No,No,"White British, Other",Social housing,Renting from a local authority or housing association (â€˜social housingâ€™)
Renting from a local authority or housing association by ethnicity,c5ae7ff47138150c240ecd948da9e1452f208c38,18A,No,No,No,2011 census: 18 categories,Social housing,Renting from a local authority or housing association (â€˜social housingâ€™)
Renting from a local authority or housing association by ethnicity,cd52457931e7e557700c718ab041ceb441590959,18A,No,No,No,2011 census: 18 categories,Social housing,Renting from a local authority or housing association (â€˜social housingâ€™)
Renting from a local authority or housing association by ethnicity and age,083cdf1a3dd5b8a4c6a6523616869f9426a45cf8,2B,No,No,No,"White British, Other",Social housing,Renting from a local authority or housing association (â€˜social housingâ€™)
Renting from a local authority or housing association by ethnicity and age,4525e8260dd57ee42a4c1cc2d70545d39060da37,2B,No,No,No,"White British, Other",Social housing,Renting from a local authority or housing association (â€˜social housingâ€™)
Renting from a local authority or housing association by ethnicity and area,58f7f4094b6e24262507350d7e5f52c65c6c1e19,2B,No,No,No,"White British, Other",Social housing,Renting from a local authority or housing association (â€˜social housingâ€™)
Renting from a local authority or housing association by ethnicity and area,62c6ba7c9a76af9a9d9cddf95ee1b2108c5966ac,2B,No,No,No,"White British, Other",Social housing,Renting from a local authority or housing association (â€˜social housingâ€™)
Renting from a local authority or housing association by ethnicity and income,ab086a9b9abb1cfa83db175737e890c732fb7fc7,2B,No,No,No,"White British, Other",Social housing,Renting from a local authority or housing association (â€˜social housingâ€™)
Renting from a local authority or housing association by ethnicity and income,318df71a141e5a70f452c1ff2af0f92a0fd4cf93,2B,No,No,No,"White British, Other",Social housing,Renting from a local authority or housing association (â€˜social housingâ€™)
Renting from a local authority or housing association by ethnicity and socio-economic group,5e8896cf8430e09cfb966b8d212452a62b4b625f,2B,No,No,No,"White British, Other",Social housing,Renting from a local authority or housing association (â€˜social housingâ€™)
Renting from a local authority or housing association by ethnicity and socio-economic group,74a885c5abc05ffd1c394344c1ad95169b5c1d3b,2B,No,No,No,"White British, Other",Social housing,Renting from a local authority or housing association (â€˜social housingâ€™)
Households renting from a private landlord by ethnicity,3983fd08aca6756ce41e2348ccc2919c44c1abc8,18A,No,No,No,2011 census: 18 categories,Owning and renting,Renting from a private landlord
Households renting from a private landlord by ethnicity and age group,866ea06730f05c83bc1e74a1e9b62072bbc20d3d,2B,No,No,No,"White British, Other",Owning and renting,Renting from a private landlord
Households renting from a private landlord by ethnicity and area,0f06de0be0f0aeb627e0edbffbe09560705e67aa,2B,No,No,No,"White British, Other",Owning and renting,Renting from a private landlord
Households renting from a private landlord by ethnicity and income,d794edc06a38a3cc8583fbf661ce0a6f690585f4,2B,No,No,No,"White British, Other",Owning and renting,Renting from a private landlord
Households renting from a private landlord by ethnicity and socio-economic group,e7682cc0633975b7b21eda5583b1409973ab2eea,2B,No,No,No,"White British, Other",Owning and renting,Renting from a private landlord
"Participation in the arts in the past year, by ethnicity over time",5193061d9d949d8ac01ad29a2f8524dd5b0e68b0,2A,N/A,Yes,No,"White, Other",Culture and heritage,Adults taking part in the arts
"Participation in the arts in the past year, by ethnicity over time (3 specific years)",b6d1926283d3ab78f8a0294e329fdc6dd448a612,4A,N/A,Yes,No,"Asian, Black, White, Other",Culture and heritage,Adults taking part in the arts
"People visiting a museum or gallery in the past year, by ethnicity",3f365a523b388d555deb53986f6e5300f0aa446f,4A,N/A,Yes,No,"Asian, Black, White, Other",Culture and heritage,Adults visiting museums and galleries
"People feeling strongly they belong to Britain, by ethnicity",1133e5b8db19bd76f0c4e810b47fbf930b0f3560,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Community,Feeling of belonging to Britain
